student_id,age,country,prior_programming_experience,weeks_in_course,hours_spent_learning_per_week,practice_problems_solved,projects_completed,tutorial_videos_watched,uses_kaggle,participates_in_discussion_forums,debugging_sessions_per_week,self_reported_confidence_python,final_exam_score,passed_exam,decision
735,41,Other,Intermediate,10,4.9,57,0,27,0,1,5,8,27.5,0,Failed
736,37,Nigeria,Intermediate,4,3.0,70,2,38,0,1,3,7,49.1,0,Failed
737,45,Indonesia,No prior experience,2,7.1,47,2,35,1,1,5,6,28.5,0,Failed
738,32,Nigeria,Beginner,4,5.8,59,2,33,1,1,7,2,30.8,0,Failed
739,41,Bangladesh,Advanced,12,17.1,50,1,50,0,1,7,2,73.9,1,Passed
740,51,Other,Beginner,8,9.0,54,1,43,0,0,6,10,42.4,0,Failed
741,16,UK,No prior experience,5,5.8,48,1,37,0,1,6,1,15.0,0,Failed
742,23,Indonesia,Beginner,5,3.8,48,1,52,0,0,1,10,27.4,0,Failed
743,50,India,No prior experience,13,1.4,75,1,44,1,1,7,2,10.7,0,Failed
744,30,India,No prior experience,12,3.9,63,0,37,1,1,6,9,30.9,0,Failed
745,37,Germany,Advanced,12,7.3,75,2,36,0,1,5,1,60.0,1,Passed
746,29,USA,Beginner,10,11.3,41,3,30,0,1,3,10,52.1,0,Failed
747,41,Other,No prior experience,3,10.4,46,2,37,1,1,6,4,45.6,0,Failed
748,43,Bangladesh,Advanced,13,7.7,64,6,33,1,0,3,2,79.8,1,Passed
749,38,Indonesia,Advanced,8,6.0,57,2,44,0,1,3,5,46.6,0,Failed
750,29,USA,Beginner,6,7.8,54,7,31,0,0,7,10,61.0,1,Passed
751,39,Bangladesh,No prior experience,2,5.4,68,0,35,0,1,4,8,22.2,0,Failed
752,17,Pakistan,Intermediate,2,12.2,62,2,43,1,0,3,1,65.7,1,Passed
753,41,Other,Intermediate,9,6.4,53,2,41,0,1,5,9,40.6,0,Failed
754,29,Brazil,Beginner,13,6.7,59,4,48,1,0,5,7,45.4,0,Failed
755,22,Brazil,Intermediate,7,0.4,62,2,37,0,0,4,5,48.6,0,Failed
756,18,Other,Beginner,10,6.4,55,1,32,1,0,6,5,30.0,0,Failed
757,38,Germany,No prior experience,9,9.5,64,1,44,0,0,3,9,28.2,0,Failed
758,33,Germany,Beginner,14,3.8,59,6,41,0,0,3,9,44.5,0,Failed
759,53,Brazil,No prior experience,6,4.7,52,3,40,0,1,8,2,27.3,0,Failed
760,50,UK,Intermediate,15,9.4,46,0,35,0,1,3,8,36.5,0,Failed
761,30,Indonesia,Beginner,5,2.6,62,2,41,0,0,8,5,33.4,0,Failed
762,40,Brazil,No prior experience,12,10.2,66,5,40,1,1,4,2,50.7,0,Failed
763,52,UK,Beginner,1,5.4,72,1,37,0,1,7,9,47.1,0,Failed
764,43,USA,No prior experience,12,5.8,53,2,37,0,0,3,4,20.4,0,Failed
765,25,UK,No prior experience,6,3.6,64,0,34,0,0,3,5,5.2,0,Failed
766,54,USA,Beginner,6,8.1,44,3,44,0,1,3,7,56.1,0,Failed
767,32,Bangladesh,No prior experience,3,14.4,61,1,34,0,0,7,2,37.3,0,Failed
768,54,Nigeria,Intermediate,3,9.3,60,2,38,0,0,7,5,46.7,0,Failed
769,37,Bangladesh,No prior experience,15,4.4,52,2,41,0,1,3,8,20.6,0,Failed
770,41,Brazil,Beginner,3,10.4,63,3,29,0,1,0,1,58.9,0,Failed
771,40,USA,Intermediate,3,6.0,70,3,38,0,0,3,8,63.4,1,Passed
772,32,Brazil,Beginner,7,11.1,73,1,31,0,1,5,2,50.6,0,Failed
773,28,Other,Beginner,10,9.4,67,1,42,0,1,2,4,32.6,0,Failed
774,35,Indonesia,Advanced,11,0.0,54,1,38,1,1,7,3,52.0,0,Failed
775,40,India,No prior experience,2,4.0,65,0,36,0,0,6,2,0.0,0,Failed
776,19,Brazil,No prior experience,10,9.8,65,5,42,0,0,5,10,57.9,0,Failed
777,25,Indonesia,Beginner,13,7.5,75,2,39,1,1,4,10,56.2,0,Failed
778,18,UK,No prior experience,10,3.9,65,2,53,0,0,9,2,18.5,0,Failed
779,33,Bangladesh,Advanced,2,5.1,78,2,43,0,1,6,10,82.9,1,Passed
780,51,UK,No prior experience,3,1.3,60,2,29,0,0,4,6,5.4,0,Failed
781,37,India,Intermediate,10,6.7,54,1,32,1,0,5,3,46.0,0,Failed
782,49,USA,Intermediate,12,13.6,54,1,38,1,1,10,10,79.0,1,Passed
783,23,Other,No prior experience,7,9.4,59,1,48,1,0,4,4,30.6,0,Failed
784,34,Indonesia,Beginner,3,13.6,59,0,37,1,0,3,4,56.7,0,Failed
785,52,Other,No prior experience,7,9.6,55,4,42,1,1,7,2,40.4,0,Failed
786,21,Nigeria,Beginner,9,10.1,42,3,45,1,0,10,4,55.3,0,Failed
787,41,Brazil,No prior experience,11,12.9,62,2,41,0,1,5,2,45.2,0,Failed
788,49,USA,Advanced,10,8.1,51,5,46,0,0,3,4,66.0,1,Passed
789,21,Nigeria,Advanced,12,6.4,66,4,34,1,0,3,8,75.5,1,Passed
790,52,Pakistan,No prior experience,15,10.1,56,3,51,1,0,5,9,37.0,0,Failed
791,48,Brazil,No prior experience,11,11.4,60,3,50,0,1,8,4,48.4,0,Failed
792,37,UK,Intermediate,4,5.6,49,2,29,0,0,5,4,44.0,0,Failed
793,36,Bangladesh,No prior experience,7,4.8,67,1,34,1,0,3,7,29.8,0,Failed
794,21,Indonesia,Intermediate,9,7.4,58,4,32,0,1,4,1,54.0,0,Failed
795,21,India,Beginner,14,9.5,53,3,36,0,1,4,7,48.4,0,Failed
796,19,India,Beginner,8,9.4,55,2,44,1,1,6,9,60.3,1,Passed
797,45,UK,Intermediate,8,2.7,54,5,36,0,0,4,4,62.7,1,Passed
798,26,Germany,Beginner,9,12.7,52,3,45,0,1,5,2,57.1,0,Failed
799,45,India,Advanced,14,5.1,63,1,50,1,1,6,4,48.2,0,Failed
800,46,Indonesia,Advanced,5,6.2,58,1,36,0,1,5,2,53.6,0,Failed
801,39,UK,No prior experience,14,4.3,60,3,31,1,1,7,10,56.0,0,Failed
802,24,USA,No prior experience,5,15.1,67,0,40,1,1,6,7,41.1,0,Failed
803,18,India,Advanced,3,7.7,50,4,33,1,1,6,6,71.8,1,Passed
804,46,Other,Advanced,5,4.4,72,1,29,1,0,5,2,36.5,0,Failed
805,52,UK,No prior experience,8,9.6,70,1,49,0,1,3,6,33.5,0,Failed
806,51,Indonesia,Intermediate,12,9.3,61,2,34,0,1,5,9,61.9,1,Passed
807,39,Other,Beginner,5,6.4,70,3,46,1,1,4,8,60.4,1,Passed
808,46,Brazil,No prior experience,4,9.5,54,2,39,0,1,3,9,37.8,0,Failed
809,21,Brazil,Intermediate,8,4.5,51,2,44,0,1,3,5,46.9,0,Failed
810,17,India,No prior experience,7,5.5,52,2,38,1,1,4,10,38.2,0,Failed
811,35,Other,Advanced,15,1.0,73,1,40,1,0,5,2,31.9,0,Failed
812,43,Bangladesh,No prior experience,14,3.0,48,1,55,1,1,3,5,25.0,0,Failed
813,26,Brazil,Beginner,14,12.4,57,3,47,1,0,4,10,70.4,1,Passed
814,19,Bangladesh,No prior experience,6,11.9,59,0,30,1,1,2,3,34.4,0,Failed
815,30,USA,Beginner,5,7.2,59,2,47,1,1,2,4,46.2,0,Failed
816,21,UK,Beginner,14,12.0,51,3,38,0,1,2,7,59.4,0,Failed
817,45,Nigeria,No prior experience,5,6.5,68,4,50,0,0,4,2,30.3,0,Failed
818,53,Indonesia,Beginner,13,6.3,67,5,39,1,0,1,6,51.7,0,Failed
819,17,UK,Beginner,10,7.2,52,0,26,0,1,6,1,31.9,0,Failed
820,30,Indonesia,No prior experience,2,6.6,63,2,40,1,0,9,10,44.3,0,Failed
821,26,Other,Intermediate,13,6.4,67,2,40,1,0,7,3,50.9,0,Failed
822,23,USA,No prior experience,15,10.4,67,1,46,1,1,7,7,52.7,0,Failed
823,41,Pakistan,Beginner,4,7.5,64,0,52,1,0,3,5,35.8,0,Failed
824,20,India,Beginner,8,9.1,62,1,33,1,0,6,8,52.7,0,Failed
825,21,Indonesia,Beginner,8,10.1,63,3,26,0,1,4,7,46.5,0,Failed
826,41,Indonesia,No prior experience,11,8.2,52,1,40,0,1,9,7,27.5,0,Failed
827,19,Other,Beginner,1,4.1,53,2,40,0,1,7,1,20.6,0,Failed
828,34,Bangladesh,Beginner,2,2.9,57,0,32,0,1,5,1,8.5,0,Failed
829,35,UK,Intermediate,5,7.4,57,2,44,0,1,2,6,52.7,0,Failed
830,48,Pakistan,Intermediate,9,6.5,58,4,38,1,0,4,8,61.7,1,Passed
831,35,Germany,Beginner,10,7.3,57,1,40,0,1,4,3,42.1,0,Failed
832,27,India,No prior experience,11,7.0,75,2,39,0,0,1,8,28.0,0,Failed
833,16,Nigeria,No prior experience,12,14.8,73,2,45,0,0,10,8,60.0,1,Passed
834,41,Germany,No prior experience,13,3.0,61,1,36,0,0,5,1,1.1,0,Failed
835,29,UK,No prior experience,11,1.0,56,4,33,0,1,7,5,24.0,0,Failed
836,53,India,Beginner,7,8.0,65,1,44,0,1,4,9,40.0,0,Failed
837,52,Indonesia,No prior experience,10,5.9,56,1,24,1,0,6,10,34.5,0,Failed
838,26,Nigeria,No prior experience,5,7.9,72,1,50,0,0,2,10,47.1,0,Failed
839,51,Bangladesh,No prior experience,1,8.8,63,3,47,0,1,8,3,27.9,0,Failed
840,28,Pakistan,No prior experience,15,10.9,53,3,40,0,0,4,9,47.9,0,Failed
841,18,Bangladesh,No prior experience,15,2.5,63,3,42,1,1,3,9,45.5,0,Failed
842,48,USA,No prior experience,6,5.3,62,4,40,1,0,4,1,20.9,0,Failed
843,21,Other,Beginner,12,8.3,69,2,33,1,0,5,2,54.7,0,Failed
844,25,India,Beginner,8,9.3,51,3,44,1,0,3,3,46.1,0,Failed
845,20,Bangladesh,No prior experience,7,13.6,66,0,39,0,0,4,4,30.5,0,Failed
846,38,Germany,Beginner,2,9.9,67,2,44,0,1,3,5,47.7,0,Failed
847,25,Other,No prior experience,12,6.8,53,1,42,0,1,3,5,18.8,0,Failed
848,17,Bangladesh,No prior experience,5,4.3,63,1,40,1,0,7,10,20.6,0,Failed
849,28,Brazil,No prior experience,14,5.3,62,0,35,0,1,5,5,12.1,0,Failed
850,17,USA,Beginner,11,5.2,60,1,40,1,1,6,3,52.1,0,Failed
851,35,UK,Beginner,4,9.0,59,2,32,0,0,9,6,37.0,0,Failed
852,16,Pakistan,No prior experience,9,7.8,65,4,40,0,1,7,4,41.5,0,Failed
853,52,USA,No prior experience,10,3.0,55,5,39,0,1,6,9,38.3,0,Failed
854,24,Other,Intermediate,1,5.7,65,1,37,1,0,8,2,44.9,0,Failed
855,32,Brazil,No prior experience,12,9.6,58,2,35,0,0,3,1,16.5,0,Failed
856,24,India,No prior experience,6,8.1,53,2,48,1,1,7,7,23.8,0,Failed
857,26,Germany,Intermediate,3,8.7,63,2,41,0,1,5,9,67.8,1,Passed
858,30,Pakistan,Intermediate,11,8.1,57,0,38,0,0,10,10,51.7,0,Failed
859,39,Pakistan,Beginner,9,11.9,62,3,39,0,0,5,9,63.4,1,Passed
860,53,USA,Beginner,5,7.7,58,2,46,0,0,8,3,35.2,0,Failed
861,50,Other,No prior experience,13,5.8,71,1,39,0,0,11,1,24.5,0,Failed
862,45,India,No prior experience,6,4.3,50,4,44,0,0,4,9,32.6,0,Failed
863,46,Indonesia,Beginner,11,7.7,69,0,45,0,0,4,7,41.1,0,Failed
864,20,Brazil,No prior experience,9,0.0,70,4,43,1,0,5,8,35.4,0,Failed
865,29,Indonesia,Beginner,9,6.4,52,4,49,0,1,4,6,49.9,0,Failed
866,26,Germany,Advanced,8,6.4,64,1,36,0,0,5,10,59.3,0,Failed
867,24,India,Advanced,9,2.9,69,1,37,1,0,5,6,62.7,1,Passed
868,49,India,No prior experience,4,4.2,68,1,49,1,0,12,4,40.7,0,Failed
869,27,Brazil,Beginner,6,9.4,71,4,41,0,0,4,2,54.8,0,Failed
870,50,Nigeria,Beginner,5,7.7,76,0,35,1,0,1,1,9.0,0,Failed
871,50,Indonesia,Intermediate,5,7.3,53,2,38,1,1,7,6,51.8,0,Failed
872,16,Bangladesh,No prior experience,4,7.9,59,2,37,0,0,5,9,33.1,0,Failed
873,37,Pakistan,No prior experience,2,7.3,51,2,37,0,0,3,10,28.4,0,Failed
874,44,Nigeria,No prior experience,12,10.7,55,4,48,0,1,3,10,39.2,0,Failed
875,23,Bangladesh,No prior experience,6,7.4,73,4,50,0,1,3,2,30.4,0,Failed
876,26,Other,No prior experience,9,2.6,57,4,30,1,0,6,1,20.3,0,Failed
877,52,Brazil,Intermediate,12,11.9,61,2,38,0,0,7,1,58.8,0,Failed
878,29,Other,Beginner,1,8.1,63,4,43,0,1,6,7,58.9,0,Failed
879,45,Pakistan,No prior experience,14,5.2,69,3,36,1,1,8,1,22.4,0,Failed
880,50,UK,Beginner,7,3.2,75,2,35,1,0,7,9,37.6,0,Failed
881,36,Bangladesh,No prior experience,6,8.2,66,4,50,0,0,4,9,42.5,0,Failed
882,52,Nigeria,Intermediate,3,6.6,56,2,35,1,0,4,3,44.3,0,Failed
883,20,Bangladesh,Advanced,1,11.7,66,2,55,1,0,5,2,76.5,1,Passed
884,34,Bangladesh,Advanced,13,6.0,71,1,48,1,0,3,9,58.2,0,Failed
885,29,Brazil,Intermediate,4,4.5,64,2,55,0,1,4,3,48.9,0,Failed
886,41,Other,No prior experience,15,9.7,51,0,55,0,0,2,2,15.3,0,Failed
887,19,Indonesia,No prior experience,14,9.8,60,2,40,0,0,4,4,27.0,0,Failed
888,40,UK,Beginner,9,7.5,56,1,44,0,1,4,7,44.8,0,Failed
889,40,Brazil,Advanced,15,9.0,53,1,38,0,1,6,4,57.2,0,Failed
890,33,Germany,No prior experience,2,6.9,75,3,54,1,0,12,8,57.4,0,Failed
891,23,Brazil,No prior experience,3,7.7,62,3,42,0,1,4,5,40.3,0,Failed
892,54,Pakistan,Intermediate,2,10.5,70,2,43,0,0,1,2,49.3,0,Failed
893,29,UK,No prior experience,14,8.9,62,3,49,1,0,2,10,58.1,0,Failed
894,47,India,Beginner,2,6.5,59,2,48,0,1,7,4,26.3,0,Failed
895,53,Germany,Beginner,10,11.1,67,2,29,1,0,3,7,67.3,1,Passed
896,48,USA,No prior experience,11,0.0,65,1,41,1,1,6,1,19.1,0,Failed
897,38,Brazil,No prior experience,11,13.2,70,2,36,1,0,4,7,38.9,0,Failed
898,30,Bangladesh,Intermediate,8,1.9,60,0,36,0,0,2,3,24.4,0,Failed
899,48,Indonesia,Beginner,3,5.1,59,1,38,1,1,6,7,32.1,0,Failed
900,40,India,Advanced,7,6.9,59,2,38,1,0,7,3,58.4,0,Failed
901,32,Brazil,No prior experience,8,6.6,59,1,43,1,0,3,8,39.1,0,Failed
902,48,Brazil,No prior experience,3,10.0,61,1,34,1,1,5,4,30.4,0,Failed
903,17,Nigeria,Intermediate,2,3.8,52,3,39,0,0,6,1,24.8,0,Failed
904,29,Nigeria,Beginner,13,7.8,70,3,39,0,0,9,1,51.4,0,Failed
905,54,India,No prior experience,13,5.3,64,3,41,1,1,6,4,34.2,0,Failed
906,21,Other,Intermediate,8,7.9,51,2,51,1,0,6,9,53.5,0,Failed
907,21,Nigeria,No prior experience,3,6.8,57,4,33,1,1,3,5,49.1,0,Failed
908,18,Bangladesh,No prior experience,7,7.3,68,2,38,0,1,4,5,36.3,0,Failed
909,22,Germany,No prior experience,12,5.4,72,2,29,0,0,6,3,20.2,0,Failed
910,23,USA,Beginner,1,5.5,66,1,46,0,0,3,5,36.3,0,Failed
911,30,UK,Beginner,14,7.9,63,1,44,1,1,4,7,57.5,0,Failed
912,44,USA,Beginner,15,9.8,60,1,49,1,0,5,3,47.6,0,Failed
913,48,USA,Intermediate,12,5.2,66,1,37,0,1,7,5,37.0,0,Failed
914,45,UK,Advanced,6,4.4,78,1,38,1,0,6,3,51.4,0,Failed
915,54,Nigeria,No prior experience,12,8.8,62,3,43,0,0,8,1,15.4,0,Failed
916,42,India,No prior experience,12,6.9,63,2,49,0,0,5,6,28.4,0,Failed
917,51,UK,No prior experience,13,9.5,65,0,40,0,1,3,3,6.6,0,Failed
918,44,Pakistan,No prior experience,9,4.3,69,2,43,1,0,5,2,22.4,0,Failed
919,53,Other,Beginner,12,1.7,56,1,31,1,1,3,3,29.8,0,Failed
920,48,Germany,Intermediate,3,5.4,60,2,31,0,1,4,5,47.9,0,Failed
921,52,Indonesia,Intermediate,14,4.7,61,2,33,0,0,1,5,33.7,0,Failed
922,42,Nigeria,No prior experience,7,6.8,57,4,48,1,0,3,9,42.6,0,Failed
923,48,Other,No prior experience,13,5.1,58,5,40,0,0,2,9,41.3,0,Failed
924,19,UK,Beginner,6,9.2,57,1,40,1,1,4,2,46.8,0,Failed
925,37,Pakistan,No prior experience,8,6.1,64,0,38,1,1,4,6,17.7,0,Failed
926,17,Indonesia,Beginner,3,7.5,66,1,32,0,0,3,9,47.8,0,Failed
927,25,Germany,Advanced,3,7.5,59,4,34,0,0,1,9,65.3,1,Passed
928,20,Germany,Beginner,4,7.6,55,2,46,0,0,4,6,34.9,0,Failed
929,25,Nigeria,Intermediate,3,6.9,71,1,34,0,0,2,1,51.2,0,Failed
930,48,UK,Beginner,9,8.5,59,1,34,1,1,3,1,51.0,0,Failed
931,53,Other,No prior experience,11,4.6,44,4,35,0,0,1,9,22.9,0,Failed
932,28,India,Beginner,4,11.2,59,2,36,1,0,5,3,57.6,0,Failed
933,46,Other,No prior experience,6,6.3,57,1,30,0,1,6,5,27.3,0,Failed
934,51,Other,No prior experience,8,3.1,61,2,37,1,0,8,6,21.0,0,Failed
935,39,Germany,Beginner,11,7.6,67,2,29,0,0,5,1,35.3,0,Failed
936,30,India,Intermediate,13,4.4,61,5,33,1,0,3,1,57.6,0,Failed
937,44,India,No prior experience,8,9.0,47,3,34,1,1,7,4,40.4,0,Failed
938,23,Nigeria,Beginner,15,13.6,73,4,38,0,0,7,6,80.6,1,Passed
939,20,Indonesia,Intermediate,5,4.6,55,1,37,0,0,4,8,37.9,0,Failed
940,44,Brazil,Intermediate,5,8.0,61,2,35,1,0,4,7,66.4,1,Passed
941,19,USA,Intermediate,6,1.7,58,2,38,0,0,5,2,41.0,0,Failed
942,27,USA,No prior experience,10,8.4,66,0,30,0,0,4,4,31.2,0,Failed
943,17,Germany,Advanced,7,4.3,63,1,36,1,0,4,5,51.9,0,Failed
944,42,Brazil,No prior experience,13,5.1,60,0,32,0,0,5,8,27.4,0,Failed
945,46,Indonesia,Beginner,13,3.7,48,3,36,0,0,4,7,48.5,0,Failed
946,51,Brazil,No prior experience,10,9.2,56,3,39,1,0,1,4,34.9,0,Failed
947,51,Nigeria,Beginner,14,10.0,73,1,41,1,1,5,8,58.6,0,Failed
948,41,Other,No prior experience,7,7.1,73,0,38,0,1,3,8,27.7,0,Failed
949,42,Germany,Beginner,13,4.4,61,1,47,0,0,6,4,38.0,0,Failed
950,20,India,No prior experience,4,11.8,67,2,30,1,0,7,2,45.9,0,Failed
951,35,Germany,No prior experience,6,4.7,54,1,38,0,0,3,3,15.7,0,Failed
952,26,USA,Beginner,7,0.5,60,0,40,1,0,4,5,26.0,0,Failed
953,25,Indonesia,Intermediate,5,8.4,51,2,33,0,0,5,1,39.6,0,Failed
954,53,Brazil,Advanced,5,3.7,70,5,38,1,0,5,5,68.0,1,Passed
955,21,Indonesia,No prior experience,2,10.0,70,0,36,0,0,5,4,15.5,0,Failed
956,23,Nigeria,Intermediate,7,5.9,51,2,38,1,1,5,5,68.1,1,Passed
957,38,Germany,Beginner,12,8.8,59,3,44,0,0,3,1,37.7,0,Failed
958,41,UK,No prior experience,6,11.2,67,2,37,0,1,5,10,53.4,0,Failed
959,27,Germany,No prior experience,11,3.4,76,2,45,0,1,3,7,20.6,0,Failed
960,41,India,Beginner,1,5.3,53,2,42,0,1,4,10,41.5,0,Failed
961,28,Germany,Advanced,4,6.8,49,2,44,0,1,7,9,59.8,0,Failed
962,33,Pakistan,Beginner,3,11.6,53,3,46,1,0,5,5,49.5,0,Failed
963,40,Nigeria,Beginner,12,5.0,49,1,42,1,0,5,3,29.5,0,Failed
964,48,Bangladesh,Beginner,15,5.2,64,6,54,0,0,2,9,63.9,1,Passed
965,27,Nigeria,No prior experience,3,8.4,65,2,30,0,0,6,6,32.7,0,Failed
966,51,Brazil,Intermediate,7,5.3,49,4,43,1,0,2,6,50.2,0,Failed
967,19,Bangladesh,Intermediate,11,7.5,50,1,45,0,1,1,10,52.9,0,Failed
968,20,Brazil,No prior experience,12,2.3,66,2,43,0,0,4,10,33.7,0,Failed
969,52,Brazil,Intermediate,10,13.6,62,1,42,0,0,5,3,68.4,1,Passed
970,23,India,No prior experience,4,3.0,54,2,44,0,1,6,1,18.6,0,Failed
971,43,India,Advanced,15,6.0,67,1,36,0,0,8,4,60.3,1,Passed
972,46,Other,Beginner,12,6.9,64,7,48,1,0,5,4,62.6,1,Passed
973,24,USA,No prior experience,8,12.7,61,2,40,0,0,9,3,33.1,0,Failed
974,44,Other,Beginner,11,3.0,54,0,38,1,1,2,5,24.2,0,Failed
975,29,Other,Beginner,9,13.0,70,1,40,0,1,3,9,61.0,1,Passed
976,37,USA,No prior experience,3,9.3,61,4,39,0,1,3,9,55.8,0,Failed
977,26,UK,Beginner,5,8.3,58,3,36,0,0,6,8,47.7,0,Failed
978,38,Bangladesh,Beginner,4,4.0,68,0,36,1,1,13,10,38.8,0,Failed
979,16,Indonesia,Intermediate,14,8.7,59,1,30,0,0,4,6,35.4,0,Failed
980,52,Other,No prior experience,12,4.8,62,0,46,0,1,6,4,24.6,0,Failed
981,36,Germany,Beginner,10,10.8,71,3,40,0,1,5,2,52.3,0,Failed
982,41,Germany,No prior experience,15,4.1,58,3,36,0,1,3,10,20.3,0,Failed
983,51,Brazil,Intermediate,6,6.7,58,2,37,0,1,4,3,44.0,0,Failed
984,38,USA,No prior experience,11,5.3,61,0,46,0,0,9,9,19.5,0,Failed
985,16,Brazil,Advanced,10,4.0,69,2,46,0,0,4,1,47.3,0,Failed
986,30,Pakistan,Intermediate,4,9.2,59,3,40,1,1,2,7,71.9,1,Passed
987,36,Pakistan,Beginner,8,8.6,72,1,33,0,0,6,10,43.2,0,Failed
988,24,Indonesia,Beginner,3,10.6,52,3,43,1,1,5,6,64.1,1,Passed
989,24,India,No prior experience,11,1.7,67,4,40,0,1,5,2,17.5,0,Failed
990,25,India,No prior experience,5,10.2,65,4,40,0,0,9,5,39.9,0,Failed
991,41,USA,Intermediate,13,14.5,58,3,45,1,1,6,2,63.5,1,Passed
992,50,USA,Advanced,1,5.6,54,3,38,1,0,3,9,68.7,1,Passed
993,40,Other,No prior experience,13,12.7,55,1,49,1,0,5,5,39.1,0,Failed
994,41,Pakistan,Beginner,15,6.2,60,2,40,1,0,6,6,41.0,0,Failed
995,26,Other,Intermediate,6,2.9,65,1,36,1,0,4,4,40.1,0,Failed
996,53,India,Beginner,11,6.1,61,2,29,0,1,3,1,29.7,0,Failed
997,17,Bangladesh,No prior experience,5,10.1,63,4,34,0,0,0,3,42.0,0,Failed
998,22,Bangladesh,No prior experience,8,4.5,63,0,51,0,1,5,5,15.3,0,Failed
999,33,USA,No prior experience,9,5.2,52,2,38,1,0,3,3,18.9,0,Failed
1000,42,Brazil,Intermediate,8,8.8,73,2,40,1,1,7,8,83.4,1,Passed
1001,49,India,Beginner,8,7.0,55,3,39,1,1,4,2,64.2,1,Passed
1002,42,Bangladesh,Beginner,12,8.8,73,1,36,0,0,2,2,29.8,0,Failed
1003,32,India,Advanced,14,7.7,68,1,40,1,1,7,1,72.1,1,Passed
1004,39,Nigeria,Beginner,13,8.4,66,4,30,0,1,2,1,38.3,0,Failed
1005,40,Germany,Intermediate,3,5.7,74,5,40,1,1,3,4,73.6,1,Passed
1006,22,Pakistan,Beginner,4,7.7,52,2,47,0,1,4,8,61.5,1,Passed
1007,21,Other,No prior experience,15,4.2,61,1,45,1,1,6,8,33.0,0,Failed
1008,39,India,Advanced,11,10.9,55,2,44,0,1,11,8,80.5,1,Passed
1009,48,Germany,Beginner,4,5.1,69,3,49,0,0,5,1,22.9,0,Failed
1010,44,Nigeria,No prior experience,15,10.4,63,2,28,1,0,6,1,25.5,0,Failed
1011,37,Other,No prior experience,15,6.3,55,4,38,1,1,9,7,38.2,0,Failed
1012,41,India,No prior experience,14,7.6,58,3,33,0,0,4,7,27.9,0,Failed
1013,43,USA,Beginner,11,5.5,53,3,39,1,0,0,10,47.7,0,Failed
1014,36,Germany,Intermediate,5,4.0,58,2,52,1,0,6,5,52.2,0,Failed
1015,22,Other,Advanced,13,1.8,62,4,43,0,0,6,8,48.0,0,Failed
1016,32,India,Advanced,9,3.8,48,4,44,0,0,3,6,47.8,0,Failed
1017,35,Germany,No prior experience,12,6.0,57,2,41,0,1,8,1,30.9,0,Failed
1018,35,Nigeria,Beginner,9,7.6,58,2,37,0,1,4,7,43.2,0,Failed
1019,37,India,No prior experience,10,10.0,66,0,53,1,0,7,8,32.1,0,Failed
1020,43,India,Intermediate,13,5.7,73,1,38,0,1,7,8,59.8,0,Failed
1021,22,India,Beginner,12,4.4,59,2,49,1,0,6,10,57.7,0,Failed
1022,16,Indonesia,Beginner,14,2.7,57,1,38,1,0,6,9,23.0,0,Failed
1023,47,USA,Intermediate,1,8.4,66,4,39,1,1,6,3,57.3,0,Failed
1024,28,Nigeria,Beginner,14,11.1,74,0,32,1,1,1,2,37.0,0,Failed
1025,45,Other,No prior experience,14,10.8,60,2,25,1,0,6,8,52.2,0,Failed
1026,38,Indonesia,Advanced,8,9.1,54,2,33,0,0,5,4,75.5,1,Passed
1027,34,Brazil,Advanced,14,8.9,56,4,29,1,0,8,2,72.4,1,Passed
1028,47,Indonesia,No prior experience,1,12.1,58,1,44,1,1,1,2,33.5,0,Failed
1029,45,Pakistan,Beginner,2,8.0,73,4,30,0,0,2,2,41.7,0,Failed
1030,44,Pakistan,Advanced,7,8.9,59,2,34,1,0,8,5,69.3,1,Passed
1031,44,India,No prior experience,15,6.0,63,3,47,0,1,6,8,38.5,0,Failed
1032,45,Indonesia,Beginner,8,2.9,48,2,42,0,1,7,9,30.0,0,Failed
1033,31,Brazil,No prior experience,1,4.9,59,1,36,1,1,6,6,27.0,0,Failed
1034,34,Indonesia,Beginner,15,7.0,56,1,36,1,1,3,8,49.7,0,Failed
1035,33,USA,No prior experience,3,7.2,72,4,41,1,0,2,6,46.6,0,Failed
1036,16,USA,Beginner,7,12.8,64,2,41,0,1,3,1,40.7,0,Failed
1037,29,Brazil,No prior experience,13,7.2,49,1,41,1,0,9,9,27.4,0,Failed
1038,17,Indonesia,Beginner,9,10.5,49,3,39,1,1,4,10,58.3,0,Failed
1039,43,Germany,Advanced,8,5.7,61,3,36,0,0,2,7,66.9,1,Passed
1040,45,USA,Intermediate,8,6.1,50,0,40,0,1,8,2,39.8,0,Failed
1041,53,USA,Intermediate,15,3.0,63,5,43,1,0,6,3,67.0,1,Passed
1042,19,Bangladesh,Beginner,9,4.8,61,0,45,0,0,4,2,24.2,0,Failed
1043,16,Indonesia,No prior experience,10,8.6,57,5,45,0,0,9,9,62.3,1,Passed
1044,23,USA,No prior experience,3,7.0,73,1,49,0,1,6,8,45.3,0,Failed
1045,44,Nigeria,Advanced,8,9.8,48,2,48,1,0,4,5,62.8,1,Passed
1046,54,Indonesia,Beginner,1,7.5,54,4,30,0,0,4,4,46.0,0,Failed
1047,18,Pakistan,No prior experience,8,5.9,63,1,43,0,0,5,7,23.3,0,Failed
1048,47,Bangladesh,Intermediate,13,13.4,54,1,39,0,0,3,9,69.4,1,Passed
